36647,4930,1,1,02/12/2008,null,9,L,-,285.00,0.00,0.28,0.00,0.00,A,79.89,204.83
37759,5114,42,1,02/08/2008,null,4,L,-,237.00,0.00,0.05,0.00,0.00,A,76.20,160.75
37767,5114,42,1,02/04/2009,null,12,L,-,237.00,0.00,0.05,0.00,13.00,A,76.20,160.75
38695,5257,2,1,30/10/2008,null,6,L,-,282.00,0.00,0.83,0.00,0.00,A,90.42,190.75
38843,5288,1,1,05/05/2008,null,0,L,-,205.00,0.00,0.00,0.00,0.00,A,0.00,205.00
40258,5510,43,1,16/04/2009,null,11,L,-,228.00,0.00,0.26,0.00,20.00,A,73.86,153.88
44583,6123,2,1,03/10/2008,null,2,L,-,132.00,0.00,0.44,0.00,0.00,A,26.73,104.83
49853,6934,2,1,03/12/2008,null,1,L,-,649.50,0.00,0.00,0.00,8.00,A,0.00,649.50
56300,7774,43,1,30/04/2009,null,1,L,-,170.00,0.00,0.00,0.00,10.00,A,0.00,170.00
56635,7814,1,1,04/10/2010,null,18,L,-,55.00,0.00,1.24,0.00,15.00,A,11.43,42.33
71014,9898,44,1,28/09/2010,null,7,L,-,310.00,0.00,0.60,0.00,0.00,A,96.90,212.50
78607,11006,44,1,01/09/2010,null,1,L,-,70.00,0.00,0.00,0.00,0.00,A,0.00,70.00
79088,11070,44,1,14/09/2010,null,1,L,-,265.00,0.00,0.68,0.00,0.00,A,28.32,236.00
79653,11155,44,1,30/09/2010,null,1,L,-,566.00,0.00,0.00,0.00,14.00,A,0.00,566.00
81240,11425,45,1,21/01/2011,null,3,L,-,198.00,0.00,8.41,0.00,0.00,A,45.96,143.63
82996,11719,44,1,17/04/2011,null,4,L,-,250.00,0.00,0.75,0.00,0.00,A,102.03,147.22
92020,13075,46,1,29/03/2012,null,7,L,-,200.00,0.00,8.89,0.00,20.00,A,80.00,111.11
98871,14146,46,1,25/01/2012,null,0,L,-,115.00,0.00,0.00,0.00,0.00,A,0.00,115.00
103147,14769,46,1,25/10/2012,null,5,L,-,278.00,0.00,1.70,0.00,0.00,A,51.30,225.00
121259,17153,51,1,30/08/2013,null,2,L,-,869.50,0.00,0.00,0.00,0.00,A,69.25,800.25
121422,17178,52,1,25/10/2013,null,3,L,-,192.00,0.00,1.07,0.00,0.00,A,57.60,133.33
124746,17646,29,1,15/11/2013,null,1,L,-,204.00,0.00,1.33,0.00,0.00,A,76.00,126.67
1090,114,1,1,24/10/2006,null,10,L,-,86.00,0.00,0.74,0.00,0.00,A,22.01,63.25
2255,232,1,1,02/01/2006,null,0,L,-,380.00,0.00,0.00,0.00,0.00,A,0.00,380.00
8469,990,1,1,22/07/2006,null,1,L,-,89.00,0.00,0.13,0.00,0.00,A,17.20,71.67
12199,1531,1,1,29/09/2007,null,12,L,-,144.00,0.00,1.27,0.00,0.00,A,28.73,114.00
15176,1921,1,1,22/06/2007,null,6,L,-,231.00,0.00,0.37,0.00,0.00,A,47.30,183.33
25036,3266,1,1,06/07/2007,null,0,L,-,100.00,0.00,0.00,0.00,0.00,A,0.00,100.00
26733,3498,1,1,30/12/2008,null,12,L,-,210.00,0.00,0.46,0.00,0.00,A,67.96,141.58
38696,5257,42,1,30/11/2008,null,7,L,-,282.00,0.00,0.83,0.00,0.00,A,90.42,190.75
38701,5257,1,1,30/04/2009,null,12,L,-,282.00,0.00,0.83,0.00,0.00,A,90.42,190.75
44281,6075,1,1,30/09/2008,null,2,L,-,96.00,0.00,0.00,0.00,0.00,A,0.00,96.00
50773,7075,42,1,10/02/2009,null,2,L,-,249.00,0.00,0.01,0.00,0.00,A,49.16,199.83
50774,7075,43,1,10/03/2009,null,3,L,-,249.00,0.00,0.01,0.00,0.00,A,49.16,199.83
51565,7142,2,1,17/01/2009,null,1,L,-,250.00,0.00,0.00,0.00,7.50,A,0.00,250.00
59174,8216,42,1,06/11/2009,null,5,L,-,182.00,0.00,3.58,0.00,0.00,A,38.59,139.83
63079,8746,42,1,15/08/2009,null,0,L,-,100.00,0.00,0.00,0.00,0.00,A,0.00,100.00
64655,8962,1,1,21/10/2009,null,1,L,-,126.00,0.00,0.00,0.00,0.00,A,0.00,126.00
65752,9130,44,1,17/10/2009,null,0,L,-,100.00,0.00,0.00,0.00,0.00,A,0.00,100.00
68136,9479,44,1,10/12/2009,null,0,L,-,70.00,0.00,0.00,0.00,0.00,A,0.00,70.00
71176,9918,1,1,05/07/2010,null,5,L,-,110.00,0.00,0.47,0.00,30.00,A,21.20,88.33
71979,10038,42,1,01/11/2010,null,8,L,-,209.00,0.00,1.85,0.00,0.00,A,100.15,107.00
76915,10777,42,1,30/11/2010,null,4,L,-,268.00,0.00,4.81,0.00,0.00,A,50.94,212.25
87320,12355,44,1,02/04/2011,null,0,L,-,200.00,0.00,0.00,0.00,0.00,A,0.00,200.00
87336,12355,46,1,02/08/2012,null,16,L,-,150.00,0.00,0.31,0.00,0.00,A,60.80,88.89
89132,12662,42,1,18/09/2011,null,4,L,-,260.00,0.00,0.95,0.00,0.00,A,52.80,206.25
92023,13075,50,1,30/06/2012,null,10,L,-,200.00,0.00,8.89,0.00,20.00,A,80.00,111.11
98872,14146,46,1,25/02/2012,null,1,L,-,115.00,0.00,0.00,0.00,0.00,A,0.00,115.00
111961,15914,29,1,05/12/2012,null,0,L,-,2000.00,0.00,0.00,0.00,0.00,A,0.00,2000.00
121427,17178,29,1,25/03/2014,null,8,L,-,192.00,0.00,1.07,0.00,0.00,A,57.60,133.33
124745,17646,29,1,15/10/2013,null,0,L,-,100.00,0.00,0.00,0.00,0.00,A,0.00,100.00
126655,17915,1,1,15/02/2014,null,2,L,-,74.50,0.00,0.00,0.00,0.00,A,0.00,74.50
132067,18682,57,1,05/11/2014,null,4,L,-,146.00,0.00,0.56,0.00,9.00,A,60.44,85.00
132071,18682,29,1,05/03/2015,null,8,L,-,146.00,0.00,0.56,0.00,4.00,A,60.44,85.00
137188,19436,57,1,25/05/2015,null,4,L,-,298.00,0.00,1.23,0.00,1.00,A,55.10,241.67
138980,19723,29,1,09/05/2015,null,0,L,-,228.00,0.00,0.00,0.00,0.00,A,0.00,228.00
1081,114,1,1,24/01/2006,null,1,L,-,86.00,0.00,0.74,0.00,0.00,A,22.01,63.25
3435,366,1,1,10/12/2006,null,11,L,-,56.25,0.00,0.28,0.00,0.00,A,23.43,32.54
4946,538,1,1,14/10/2006,null,7,L,-,114.00,0.00,0.76,0.00,0.00,A,49.41,63.83
5081,549,1,1,15/02/2007,null,11,L,-,89.00,0.00,0.69,0.00,0.00,A,30.06,58.25
6589,752,1,1,06/11/2006,null,6,L,-,43.00,0.00,0.87,0.00,4.00,A,8.96,33.17
8470,990,1,1,22/08/2006,null,2,L,-,89.00,0.00,0.13,0.00,0.00,A,17.20,71.67
10923,1325,1,1,22/09/2006,null,1,L,-,3285.20,0.00,0.00,0.00,0.00,A,0.00,3285.20
22957,2977,41,1,21/01/2008,null,8,L,-,180.00,0.00,0.86,0.00,0.00,A,41.76,137.38
28500,3771,1,1,22/05/2008,null,8,L,-,276.00,0.00,0.39,0.00,0.00,A,92.36,183.25
28502,3771,2,1,22/07/2008,null,10,L,-,276.00,0.00,0.39,0.00,0.00,A,92.36,183.25
31550,4183,41,1,29/11/2007,null,0,L,-,500.00,0.00,0.00,0.00,0.00,A,0.00,500.00
32894,4366,41,1,22/02/2008,null,2,L,-,165.00,0.00,0.00,0.00,0.00,A,0.00,165.00
38691,5257,2,1,30/06/2008,null,2,L,-,282.00,0.00,0.83,0.00,0.00,A,90.42,190.75
38693,5257,2,1,30/08/2008,null,4,L,-,282.00,0.00,0.83,0.00,0.00,A,90.42,190.75
50775,7075,43,1,10/04/2009,null,4,L,-,249.00,0.00,0.01,0.00,0.00,A,49.16,199.83
53653,7422,42,1,26/03/2009,null,2,L,-,199.00,0.00,0.00,0.00,6.00,A,0.00,199.00
67870,9437,1,1,05/01/2010,null,1,L,-,220.00,0.00,2.28,0.00,0.00,A,105.26,112.46
71173,9918,1,1,05/04/2010,null,2,L,-,110.00,0.00,0.47,0.00,32.00,A,21.20,88.33
79755,11174,44,1,04/11/2010,null,2,L,-,68.00,0.00,0.29,0.00,0.00,A,21.96,45.75
79763,11174,44,1,04/07/2011,null,10,L,-,68.00,0.00,0.29,0.00,2.00,A,21.96,45.75
81241,11425,44,1,21/02/2011,null,4,L,-,198.00,0.00,8.41,0.00,0.00,A,45.96,143.63
82908,11706,42,1,14/04/2011,null,4,L,-,241.00,0.00,1.24,0.00,0.00,A,39.96,199.80
92025,13075,50,1,07/03/2013,null,12,L,-,200.00,0.00,8.89,0.00,6.00,A,80.00,111.11
94947,13539,46,1,22/10/2011,null,0,L,-,169.00,0.00,0.00,0.00,0.00,A,0.00,169.00
94949,13539,46,1,22/12/2011,null,2,L,-,130.00,0.00,2.00,0.00,0.00,A,28.00,100.00
94952,13539,29,1,22/03/2012,null,5,L,-,130.00,0.00,2.00,0.00,0.00,A,28.00,100.00
95119,13570,46,1,29/12/2011,null,2,L,-,350.00,0.00,0.00,0.00,0.00,A,0.00,350.00
95664,13665,29,1,15/02/2012,null,3,L,-,96.00,0.00,0.00,0.00,34.00,A,16.00,80.00
97523,13948,46,1,23/02/2012,null,2,L,-,232.00,0.00,0.00,0.00,5.00,A,32.00,200.00
103144,14769,46,1,25/07/2012,null,2,L,-,278.00,0.00,1.70,0.00,0.00,A,51.30,225.00
108085,15408,50,1,15/04/2013,null,7,L,-,358.00,0.00,0.33,0.00,0.00,A,116.00,241.67
111962,15914,46,1,05/01/2013,null,1,L,-,472.00,0.00,0.44,0.00,0.00,A,151.64,319.92
111963,15914,46,1,05/02/2013,null,2,L,-,472.00,0.00,0.44,0.00,0.00,A,151.64,319.92
120546,17051,52,1,30/11/2013,null,5,L,-,277.50,0.00,0.46,0.00,0.00,A,67.16,209.88
121424,17178,52,1,25/12/2013,null,5,L,-,192.00,0.00,1.07,0.00,0.00,A,57.60,133.33
127326,18011,29,1,24/12/2013,null,0,L,-,500.00,0.00,0.00,0.00,0.00,A,0.00,500.00
134348,19019,29,1,26/09/2014,null,0,L,-,350.00,0.00,0.00,0.00,0.00,A,0.00,350.00
134371,19025,29,1,29/09/2014,null,0,L,-,549.00,0.00,0.00,0.00,0.00,A,0.00,549.00
1087,114,1,1,24/07/2006,null,7,L,-,86.00,0.00,0.74,0.00,0.00,A,22.01,63.25
5328,574,1,1,24/03/2007,null,12,L,-,175.00,0.00,1.06,0.00,0.00,A,57.36,116.58
6106,681,1,1,21/11/2006,null,7,L,-,77.00,0.00,0.27,0.00,0.00,A,5.15,71.58
16745,2113,1,1,31/08/2007,null,7,L,-,250.00,0.00,0.67,0.00,0.00,A,66.00,183.33
24896,3256,1,1,03/10/2007,null,3,L,-,129.00,0.00,0.68,0.00,0.00,A,49.60,78.72
24908,3256,2,1,03/10/2008,null,15,L,-,129.00,0.00,0.68,0.00,0.00,A,49.60,78.72
34505,4607,41,1,26/02/2008,null,1,L,-,400.00,0.00,0.00,0.00,0.00,A,0.00,400.00
41298,5679,2,1,04/07/2008,null,1,L,-,735.00,0.00,0.12,0.00,0.00,A,151.55,583.33
44582,6123,2,1,03/09/2008,null,1,L,-,132.00,0.00,0.44,0.00,2.00,A,26.73,104.83
47957,6665,1,1,13/11/2008,null,1,L,-,83.00,0.00,0.40,0.00,0.00,A,12.60,70.00
59634,8275,42,1,30/07/2009,null,1,L,-,380.00,0.00,0.00,0.00,0.00,A,0.00,380.00
63242,8762,1,1,19/06/2010,null,10,L,-,162.00,0.00,0.43,0.00,55.00,A,52.40,109.17
68137,9479,44,1,10/01/2010,null,1,L,-,70.00,0.00,6.91,0.00,0.00,A,6.76,56.33
71177,9918,1,1,05/08/2010,null,6,L,-,110.00,0.00,0.47,0.00,41.00,A,21.20,88.33
71978,10038,42,1,01/10/2010,null,7,L,-,209.00,0.00,1.85,0.00,0.00,A,100.15,107.00
71988,10038,44,1,01/08/2011,null,17,L,-,209.00,0.00,1.85,0.00,0.00,A,100.15,107.00
85484,12079,42,1,11/02/2011,null,0,L,-,150.00,0.00,0.00,0.00,0.00,A,0.00,150.00
85662,12108,45,1,25/02/2011,null,0,L,-,2000.00,0.00,0.00,0.00,0.00,A,0.00,2000.00
87334,12355,46,1,02/06/2012,null,14,L,-,150.00,0.00,0.31,0.00,0.00,A,60.80,88.89
92022,13075,46,1,30/05/2012,null,9,L,-,200.00,0.00,8.89,0.00,20.00,A,80.00,111.11
98212,14044,46,1,03/01/2012,null,0,L,-,740.00,0.00,0.00,0.00,0.00,A,0.00,740.00
111964,15914,50,1,05/03/2013,null,3,L,-,472.00,0.00,0.44,0.00,5.00,A,151.64,319.92
120547,17051,52,1,30/12/2013,null,6,L,-,277.50,0.00,0.46,0.00,0.00,A,67.16,209.88
124760,17646,29,1,15/01/2015,null,15,L,-,204.00,0.00,1.33,0.00,6.00,A,76.00,126.67
132851,18798,29,1,30/08/2014,null,1,L,-,269.00,0.00,0.00,0.00,5.00,A,0.00,269.00
2047,208,1,1,29/01/2006,null,1,L,-,56.00,0.00,0.92,0.00,0.00,A,11.91,43.17
